City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,59.41,77,66,4.54
292672,Sharjah city,AE,25.3573,55.4033,68.29,73,0,5.75
3855121,General Conesa,AR,-40.1,-64.4333,81.41,10,0,11.59
4026082,La Mira,MX,18.035,-102.3266,83.61,64,100,7.49
3449747,Santa Vitória do Palmar,BR,-33.5189,-53.3681,63.21,60,0,10.25
1053384,Toamasina,MG,-18.1667,49.3833,75.2,88,40,2.3
1282027,Malé,MV,4.1748,73.5089,84.15,84,40,16.11
3453439,Piuí,BR,-20.4653,-45.9581,81.72,58,43,4.65
2155796,Naracoorte,AU,-36.9579,140.7383,61.93,66,28,1.5
5964347,Grande Prairie,CA,55.1667,-118.8027,35.78,69,40,5.75
2026583,Bodaybo,RU,57.8506,114.1933,16.93,96,100,2.64
2236967,Soyo,AO,-6.1349,12.3689,79.68,76,99,6.49
2012593,Zeya,RU,53.75,127.2667,7.48,87,100,7.92
1786587,Yingshang Chengguanzhen,CN,32.6295,116.2701,44.8,49,0,6.58
5389519,Sacramento,US,38.4666,-121.3177,63.18,70,0,1.01
2537878,Safi,MA,32.1667,-8.8333,60.66,51,97,3.02
1630789,Pontianak,ID,-0.0333,109.3333,74.98,100,100,3.44
964090,Prieska,ZA,-29.6641,22.7474,71.26,11,0,12.5
4032369,Pangai,TO,-19.8,-174.35,84.31,74,20,11.5
109470,Al Jawf,SA,29.5,38.75,66.24,39,0,13.6
2074865,Carnarvon,AU,-24.8667,113.6333,74.79,72,20,18.57
3427431,Villa Gesell,AR,-37.2639,-56.973,63.05,56,2,14.92
1522203,Kokshetau,KZ,53.2775,69.3883,32.38,88,100,18.86
150276,Same,TZ,-4.0667,37.7333,71.29,80,100,4.61
2081986,Palikir,FM,6.9248,158.1611,81.34,89,100,3.44
2119538,Yelizovo,RU,53.1873,158.3805,21.24,92,75,2.24
3353383,Rundu,NA,-17.9333,19.7667,80.04,30,51,6.06
1855540,Naze,JP,28.3667,129.4833,67.12,85,99,19.82
62788,Ceeldheer,SO,3.8488,47.1806,79.14,75,84,19.06
933995,Souillac,MU,-20.5167,57.5167,75.38,75,61,5.66
4038473,Piti Village,GU,13.4626,144.6933,80.92,89,75,10.36
161974,Bereket,TM,39.2446,55.5154,56.79,33,4,0.78
2032054,Choibalsan,MN,48.0667,114.5,25.45,73,92,17.69
1647149,Ciamis,ID,-7.3257,108.3534,73.72,97,100,1.7
3413604,Selfoss,IS,63.9331,-20.9971,29.26,71,100,7.76
3156980,Florø,NO,61.5996,5.0328,30.16,80,35,6.91
1501365,Kupino,RU,54.3663,77.2981,9.81,93,100,10.09
576566,Bezhetsk,RU,57.7851,36.6965,8.02,97,100,5.95
3932145,Pisco,PE,-13.7,-76.2167,71.65,78,99,8.05
1264527,Chennai,IN,13.0878,80.2785,76.98,88,100,9.22
3384986,Vitória do Mearim,BR,-3.4622,-44.8706,82.18,68,100,5.61
3893629,Coquimbo,CL,-29.9533,-71.3436,62.33,77,75,12.66
5866063,Kenai,US,60.5544,-151.2583,28.09,70,20,19.57
1226260,Trincomalee,LK,8.5711,81.2335,79.3,81,96,10.54
1586350,Cam Ranh,VN,11.9214,109.1591,76.96,94,40,4.61
3452599,Posse,BR,-14.0931,-46.3694,75.92,67,100,3.56
3384937,Miracema do Tocantins,BR,-9.5618,-48.3967,79.23,77,95,2.28
1490256,Talnakh,RU,69.4865,88.3972,-25.8,85,99,1.57
2644605,Lerwick,GB,60.1545,-1.1494,37.4,66,74,7.74
1007311,Durban,ZA,-29.8579,31.0292,72.52,95,100,16.13
4257110,Ellettsville,US,39.2339,-86.625,43.92,81,75,4.61
1802171,Kangding,CN,30.0513,101.9603,39.13,84,61,2.06
4031110,Fale old settlement,TK,-9.3852,-171.2468,84.43,75,59,13.89
3576994,Cockburn Town,TC,21.4612,-71.1419,80.02,64,26,13.24
2214603,Murzuk,LY,25.9155,13.9184,59.4,53,0,8.72
5540831,Hurricane,US,37.1753,-113.2899,59.56,35,4,4.0
2483000,Robbah,DZ,33.2797,6.9098,51.44,60,83,7.47
742164,Kurşunlu,TR,40.841,33.2603,42.6,96,70,2.48
1519934,Qarqaraly,KZ,49.4058,75.4742,20.03,75,97,8.75
4034307,Mahina,PF,-17.5065,-149.489,85.77,62,75,12.66
541796,Krasnyye Baki,RU,57.131,45.1599,14.83,94,100,6.89
321572,Belen,TR,36.4891,36.2233,50.4,77,40,10.36
6324733,St. John's,CA,47.5649,-52.7093,32.49,96,100,17.27
3469169,Borda da Mata,BR,-22.2742,-46.1653,75.33,70,84,1.43
3834397,Tilisarao,AR,-32.7329,-65.2911,64.04,43,100,4.05
1137148,Khandūd,AF,36.9513,72.318,14.18,45,0,2.44
899825,Petauke,ZM,-14.2426,31.3253,72.48,35,43,7.43
3380892,Rémire-Montjoly,GF,4.9167,-52.2667,84.24,74,75,9.22
3467362,Santa Terezinha,BR,-29.9002,-50.0904,66.34,88,100,14.63
5848280,Kapaa,US,22.0752,-159.319,80.38,79,0,13.8
62821,Ceelbuur,SO,4.685,46.6176,76.91,69,91,16.69
1730123,Arteche,PH,12.2645,125.4048,78.73,89,40,6.44
2128867,Noshiro,JP,40.2039,140.0242,42.84,89,87,6.38
463144,Zheshart,RU,62.0731,49.5733,6.19,96,100,4.9
2101169,Aitape,PG,-3.1374,142.3475,77.16,91,100,5.57
1217595,Charxin,UZ,39.6967,66.7686,46.6,53,60,6.91
5924417,Coaldale,CA,49.7167,-112.6185,46.71,34,75,26.46
2027296,Aykhal,RU,66.0,111.5,-36.22,100,99,6.4
4004293,Ixtapa,MX,20.7,-105.2,78.03,83,100,2.3
5855927,Hilo,US,19.7297,-155.09,79.83,76,100,11.5
3013748,Hauterive,FR,46.0901,3.4459,45.99,76,94,11.05
1283334,Chinde,NP,26.8418,88.0763,52.45,68,99,4.21
2112444,Kamaishi,JP,39.2667,141.8833,41.94,75,4,8.16
2506795,Aoulef,DZ,26.9667,1.0833,62.24,19,1,9.51
4754972,Culpeper,US,38.5004,-77.9664,50.99,58,40,0.0
3361934,Saldanha,ZA,-33.0117,17.9442,60.85,78,52,20.22
3189073,Tivat,ME,42.4364,18.6961,41.86,99,100,2.3
5859699,College,US,64.8569,-147.8028,-7.89,79,40,0.0
1091088,Barakani,KM,-12.1356,44.4317,81.45,77,99,5.1
888225,Lupane,ZW,-18.9315,27.807,73.17,23,75,6.49
3600327,Villanueva,HN,15.3167,-88.0,81.59,78,75,9.22
1265376,Kyelang,IN,32.5833,77.0333,1.8,71,0,9.24
4500920,Brigantine,US,39.4101,-74.3646,49.51,70,0,8.05
3163443,Åkrehamn,NO,59.2667,5.1833,23.25,93,16,9.22
3902202,Tupiza,BO,-21.45,-65.7167,68.92,50,90,13.91
3622228,Puntarenas,CR,9.9763,-84.8384,87.33,62,91,5.77
2214846,Misratah,LY,32.3754,15.0925,62.89,63,7,9.86
539147,Kungur,RU,57.4368,56.9593,21.97,89,100,18.05
1069129,Antsiranana,MG,-12.2787,49.2917,77.14,80,16,13.44
4032420,Neiafu,TO,-18.65,-173.9833,84.88,70,20,12.66
3925212,Cacoal,BR,-11.4386,-61.4472,75.47,92,98,2.26
3405339,Bom Jardim,BR,-7.7958,-35.5872,78.78,69,84,12.35
1495626,Pangody,RU,65.85,74.4859,-34.2,100,17,5.19
2427336,Moussoro,TD,13.6408,16.4901,79.3,11,100,12.01
3381041,Mana,GF,5.6592,-53.7767,80.71,81,16,10.38
3860129,Corral de Bustos,AR,-33.2821,-62.1846,67.37,32,99,6.06
5192029,Greensburg,US,40.3015,-79.5389,41.04,74,100,9.22
2122850,Nikolayevsk-on-Amur,RU,53.1406,140.73,1.33,99,72,3.4
2129868,Iwanai,JP,42.9744,140.5089,41.85,92,99,6.44
3249075,Mohr,DE,54.3528,9.7167,28.87,88,75,8.05
1127768,Aībak,AF,36.2647,68.0155,52.18,31,0,5.57
4007503,El Sauzal de Rodríguez,MX,31.9,-116.6833,66.42,65,89,3.04
2070998,Geraldton,AU,-28.7667,114.6,64.81,77,100,9.22
2121909,Poronaysk,RU,49.2167,143.1167,22.12,86,86,7.63
286621,Salalah,OM,17.0151,54.0924,75.11,60,41,5.44
5115704,East Aurora,US,42.7678,-78.6134,36.75,81,100,4.0
2309528,Luba,GQ,3.4568,8.5547,80.51,85,75,8.48
2065740,Aldinga Beach,AU,-35.2793,138.4604,69.96,61,76,5.97
3464255,Encruzilhada do Sul,BR,-30.5439,-52.5219,58.82,83,100,13.29
2037346,Fuxin,CN,42.0156,121.6589,27.93,61,0,4.65
1500957,Kyzyl-Mazhalyk,RU,51.1333,90.6,0.91,80,61,1.99
1626542,Sorong,ID,-0.8833,131.25,79.48,84,100,4.94
3664301,Envira,BR,-7.3,-70.2167,78.69,95,65,4.7
2026786,Berezovyy,RU,51.6667,135.7,5.52,92,27,3.62
6453316,Tromsø,NO,69.6496,18.957,26.62,86,40,3.44
1045114,Inhambane,MZ,-23.865,35.3833,73.08,78,0,8.21
3424901,Aasiaat,GL,68.7098,-52.8699,11.88,90,100,5.82
1328421,Pathein,MM,16.7833,94.7333,74.37,81,98,3.71
3357247,Gobabis,NA,-22.45,18.9667,78.89,40,98,15.32
2810284,Westerland,DE,54.9079,8.3033,30.27,93,100,14.97
3662075,Tabatinga,BR,-4.2525,-69.9381,82.4,74,40,4.61
2245704,Sédhiou,SN,12.7081,-15.5569,80.13,25,4,1.7
3448903,São João da Barra,BR,-21.6403,-41.0511,80.69,90,6,11.36
1856035,Naha,JP,26.2125,127.6811,71.51,88,75,19.57
5850248,Lihue,US,21.9789,-159.3672,79.86,74,0,13.8
3140301,Sandnessjøen,NO,66.0217,12.6316,24.91,86,75,5.75
3456125,Nova Prata,BR,-28.7839,-51.61,64.27,92,100,5.82
2028614,Tsengel,MN,49.4783,100.8894,13.24,64,11,21.05
2357012,Ouargaye,BF,11.5033,0.0572,82.67,12,57,8.77
1497549,Nizhneudinsk,RU,54.9076,99.0276,6.15,71,89,18.05
2027786,Amga,RU,60.8953,131.9608,-57.19,100,66,2.08
526565,Mil’kovo,RU,55.6078,37.7956,9.63,99,25,5.59
952865,Springs,ZA,-26.25,28.4,74.88,54,61,7.74
4034821,Mata-Utu,WF,-13.2816,-176.1745,83.25,76,92,15.48
3386931,Tamandaré,BR,-8.7597,-35.1047,79.63,82,73,9.84
3653523,Palora,EC,-1.7,-77.9333,75.31,84,88,1.23
2020208,Markovo,RU,57.3206,107.0881,8.74,81,100,17.6
1571058,Phan Thiet,VN,10.9333,108.1,73.94,89,47,3.51
1266366,Kohima,IN,25.6667,94.1167,54.36,59,100,2.57
107312,Abqaiq,SA,25.9371,49.6776,64.56,53,1,8.55
3450206,Santa Helena de Goiás,BR,-17.8136,-50.5969,85.3,49,90,3.6
57000,Hobyo,SO,5.3505,48.5268,79.39,70,78,20.27
608359,Shalqar,KZ,47.8333,59.6,43.61,79,100,11.43
240498,Bangassou,CF,4.7413,22.8184,67.86,97,53,1.7
4512214,Franklin,US,39.9667,-83.0166,42.42,71,75,9.22
3518382,San Mateo del Mar,MX,16.2,-95.0,84.0,61,52,31.18
1219377,Serhetabat,TM,35.2799,62.3438,54.32,23,0,5.12
1640972,Katabu,ID,-4.9333,122.5167,75.85,91,68,0.85
2172477,Cannonvale,AU,-20.2833,148.7,81.79,77,42,12.75
3526756,Isla Mujeres,MX,21.2311,-86.731,84.16,72,26,8.46
1847050,Gaigeturi,KR,33.4644,126.3183,46.45,81,40,6.91
3911925,La Paz,BO,-16.5,-68.15,60.58,53,75,10.36
350203,Rosetta,EG,31.4044,30.4164,67.32,77,98,3.87
3374462,Mindelo,CV,16.8901,-24.9804,76.55,73,40,19.57
2738381,Lata,PT,40.1629,-8.3327,47.25,77,91,4.32
3456102,Nova Viçosa,BR,-17.8919,-39.3719,79.86,78,10,14.9
532664,Lysyye Gory,RU,51.5506,44.8414,22.64,88,100,10.76
2264923,Peniche,PT,39.3558,-9.3811,53.24,89,100,9.82
3598787,Champerico,GT,14.3,-91.9167,93.74,70,79,6.8
2312895,Mbandaka,CD,0.0487,18.2603,70.38,95,89,2.73
538908,Kurchatov,RU,51.6601,35.6521,21.61,96,92,7.2
1636308,Manokwari,ID,-0.8667,134.0833,78.28,84,100,4.47
3389134,Santo Antônio,BR,-6.3106,-35.4789,79.3,76,49,12.86
545353,Konosha,RU,60.9736,40.257,8.06,99,100,1.1
336454,Ginir,ET,7.1333,40.7,57.06,45,4,6.06
2206854,Gisborne,NZ,-38.6533,178.0042,57.45,92,100,9.13
3395042,Mazagão,BR,-0.115,-51.2894,80.65,91,98,2.73
515246,Onega,RU,63.9061,38.1404,6.67,97,99,2.26
1264007,Mālvan,IN,16.0667,73.4667,78.4,64,100,7.58
1161724,Chabahar,IR,25.2919,60.643,74.89,51,36,3.02
2375558,Zouérat,MR,22.7187,-12.4521,75.11,29,74,6.87
2247684,Ndioum,SN,16.5129,-14.6471,87.31,19,100,8.59
123941,Mīnāb,IR,27.1467,57.0801,75.52,37,97,2.26
1496503,Noyabrsk,RU,63.1994,75.4507,-28.77,100,23,4.0
1282898,Pokhara,NP,28.2333,83.9833,58.21,73,89,4.27
7290013,Shixing,CN,24.9482,114.0657,52.0,96,99,3.15
3665380,Alvarães,BR,-3.2208,-64.8042,87.67,65,100,4.03
1516393,Altai,MN,46.3722,96.2583,9.5,63,1,4.41
1175712,Jiwani,PK,25.05,61.7417,76.3,28,50,12.19
779683,Hammerfest,NO,70.6634,23.6821,19.85,79,0,3.44
1079048,Ambovombe,MG,-25.1667,46.0833,70.84,80,0,14.65
3347353,Menongue,AO,-14.6585,17.691,63.81,93,85,3.4
1529114,Turpan,CN,42.9333,89.1667,34.61,45,15,3.38
